Reported Gross Floor Area (Sq Ft),Site EUI (Energy Use Intensity kBtu/ft2),Total Site Energy Usage (kBtu),Estimated Total GHG Emissions (kgCO2e),Cluster
34909.21025822752,35.72054231108702,1246983.2234491056,72187.72244704848,0
217017.11239177457,51.5429466678592,11186734.094038531,635426.110583837,1
68135.2068055229,58.91727203630843,4014460.5691975397,227255.63064618592,2
28462.076007540858,76.00002210034333,2163012.853963224,121720.86144839543,3
